location_id,name,description,address1,address2,city_village,state_province,postal_code,country,latitude,longitude,creator,date_created,county_district,neighborhood_cell,region,subregion,township_division,retired,retired_by,date_retired,retire_reason,location_type_id,parent_location,uuid
191,"Ifumbo Health Centre","Health Centre , Public Health Facility",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,"2011-07-25 14:16:52",NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,ba19bfd4-8d80-11d8-abbb-0024217bb78e
192,"Iponga Health Centre","Health Centre , Public Health Facility",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,"2011-07-25 14:16:52",NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,ba19c0c4-8d80-11d8-abbb-0024217bb78e
193,"Jalasi Health Centre","Health Centre , Public Health Facility",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,"2011-07-25 14:16:52",NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,ba19c1b4-8d80-11d8-abbb-0024217bb78e
194,"Jenda Health Centre","Health Centre , Public Health Facility",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,"2011-07-25 14:16:52",NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,ba19c2ae-8d80-11d8-abbb-0024217bb78e
195,"Kabudula Health Area","Health Area , Public Administrative Unit",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,"2011-07-25 14:16:52",NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,ba19c39e-8d80-11d8-abbb-0024217bb78e
196,"Kabudula Rural Hospital","Rural Hospital , Public Health Facility",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,"2011-07-25 14:16:52",NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,ba19c48e-8d80-11d8-abbb-0024217bb78e
197,"Kabuwa Health Centre","Health Centre , Public Health Facility",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,"2011-07-25 14:16:52",NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,ba19c588-8d80-11d8-abbb-0024217bb78e
198,"Kabwafu Health Centre","Health Centre , Public Health Facility",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,"2011-07-25 14:16:52",NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,ba19c678-8d80-11d8-abbb-0024217bb78e
199,"Kachale Health Centre","Health Centre , Public Health Facility",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,"2011-07-25 14:16:52",NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,ba19c768-8d80-11d8-abbb-0024217bb78e
200,"Kachere Health Centre","Health Centre , Public Health Facility",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,"2011-07-25 14:16:52",NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,ba19c862-8d80-11d8-abbb-0024217bb78e
201,"Kafele Health Centre","Health Centre , Public Health Facility",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,"2011-07-25 14:16:52",NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,ba19c952-8d80-11d8-abbb-0024217bb78e
202,"Kafukule Health Centre","Health Centre , Public Health Facility",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,"2011-07-25 14:16:52",NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,ba19ca42-8d80-11d8-abbb-0024217bb78e
203,"Kaigwazanga Health Centre","Health Centre , Public Health Facility",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,"2011-07-25 14:16:52",NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,ba19cb32-8d80-11d8-abbb-0024217bb78e
204,"Kakoma Health Centre","Health Centre , Public Health Facility",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,"2011-07-25 14:16:52",NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,ba19cc2c-8d80-11d8-abbb-0024217bb78e
205,"Kalemba Health Centre","Health Centre , Private Health Facility",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,"2011-07-25 14:16:52",NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,ba19cd1c-8d80-11d8-abbb-0024217bb78e
206,"Kalembo Dispensary","Dispensary , Public Health Facility",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,"2011-07-25 14:16:52",NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,ba19ce0c-8d80-11d8-abbb-0024217bb78e
207,"Kalikumbi Health Centre","Health Centre , Private Health Facility",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,"2011-07-25 14:16:52",NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,ba19cf06-8d80-11d8-abbb-0024217bb78e
208,"Kalinde Dispensary","Dispensary , Public Health Facility",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,"2011-07-25 14:16:52",NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,ba19cff6-8d80-11d8-abbb-0024217bb78e
209,"Kaloga Dispensary","Dispensary , Public Health Facility",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,"2011-07-25 14:16:52",NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,ba19d0e6-8d80-11d8-abbb-0024217bb78e
210,"Kalulu Health Centre","Health Centre , Public Health Facility",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,"2011-07-25 14:16:52",NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,ba19d1d6-8d80-11d8-abbb-0024217bb78e
211,"Kaluluma Rural Hospital","Rural Hospital , Public Health Facility",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,"2011-07-25 14:16:52",NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,ba19d2c6-8d80-11d8-abbb-0024217bb78e
212,"Kambenje Health Centre","Health Centre , Public Health Facility",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,"2011-07-25 14:16:52",NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,ba19d3c0-8d80-11d8-abbb-0024217bb78e
213,"Kamboni Health Centre","Health Centre , Public Health Facility",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,"2011-07-25 14:16:52",NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,ba19d4b0-8d80-11d8-abbb-0024217bb78e
214,"Kameme Health Centre","Health Centre , Public Health Facility",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,"2011-07-25 14:16:52",NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,ba19d596-8d80-11d8-abbb-0024217bb78e
215,"Kampanje Maternity","Maternity , Public Health Facility",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,"2011-07-25 14:16:52",NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,ba19d690-8d80-11d8-abbb-0024217bb78e
216,"Kamphata Dispensary","Dispensary , Public Health Facility",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,"2011-07-25 14:16:52",NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,ba19dc6c-8d80-11d8-abbb-0024217bb78e
217,"Kamsonga Health Centre","Health Centre , Public Health Facility",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,"2011-07-25 14:16:52",NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,ba19dd5c-8d80-11d8-abbb-0024217bb78e
218,"Kamteteka Health Centre","Health Centre , Public Health Facility",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,"2011-07-25 14:16:52",NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,ba19de4c-8d80-11d8-abbb-0024217bb78e
219,"Kamuzu Barracks Dispensary","Dispensary , Public Health Facility",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,"2011-07-25 14:16:52",NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,ba19df3c-8d80-11d8-abbb-0024217bb78e
220,"Kamwe Health Centre","Health Centre , Public Health Facility",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,"2011-07-25 14:16:52",NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,ba19e02c-8d80-11d8-abbb-0024217bb78e
221,"Kande Health Centre","Health Centre , Public Health Facility",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,"2011-07-25 14:16:52",NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,ba19e126-8d80-11d8-abbb-0024217bb78e
222,"Kandeu Dispensary","Dispensary , Public Health Facility",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,"2011-07-25 14:16:52",NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,ba19e220-8d80-11d8-abbb-0024217bb78e
223,"Kang'Oma Health Centre","Health Centre , Public Health Facility",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,"2011-07-25 14:16:52",NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,ba19e310-8d80-11d8-abbb-0024217bb78e
224,"Kangolwa Health Centre","Health Centre , Public Health Facility",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,"2011-07-25 14:16:52",NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,ba19e40a-8d80-11d8-abbb-0024217bb78e
225,"Kankao Health Centre","Health Centre , Private Health Facility",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,"2011-07-25 14:16:52",NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,ba1a742e-8d80-11d8-abbb-0024217bb78e
226,"Kanyama Health Centre","Health Centre , Private Health Facility",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,"2011-07-25 14:16:52",NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,ba1a7532-8d80-11d8-abbb-0024217bb78e
227,"Kanyezi Health Centre","Health Centre , Public Health Facility",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,"2011-07-25 14:16:52",NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,ba1a762c-8d80-11d8-abbb-0024217bb78e
228,"Kanyimbi Dispensary","Dispensary , Public Health Facility",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,"2011-07-25 14:16:52",NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,ba1a7730-8d80-11d8-abbb-0024217bb78e
229,"Kaombe Dispensary","Dispensary , Public Health Facility",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,"2011-07-25 14:16:52",NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,ba1a782a-8d80-11d8-abbb-0024217bb78e
230,"Kapanga Health Centre","Health Centre , Public Health Facility",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,"2011-07-25 14:16:52",NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,ba1a7910-8d80-11d8-abbb-0024217bb78e
231,"Kapelula Health Centre","Health Centre , Public Health Facility",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,"2011-07-25 14:16:52",NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,ba1a7a00-8d80-11d8-abbb-0024217bb78e
232,"Kapenda Health Centre","Health Centre , Public Health Facility",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,"2011-07-25 14:16:52",NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,ba1a7ae6-8d80-11d8-abbb-0024217bb78e
233,"Kapeni Health Centre","Health Centre , Public Health Facility",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,"2011-07-25 14:16:52",NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,ba1a7bcc-8d80-11d8-abbb-0024217bb78e
234,"Kaphatenga Health Centre","Health Centre , Private Health Facility",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,"2011-07-25 14:16:52",NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,ba1a7cb2-8d80-11d8-abbb-0024217bb78e
235,"Kaphuka Health Centre","Health Centre , Public Health Facility",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,"2011-07-25 14:16:52",NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,ba1a7d98-8d80-11d8-abbb-0024217bb78e
236,"Kapichila (ESCOM) Health Centre","Health Centre , Private Health Facility",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,"2011-07-25 14:16:52",NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,ba1a8342-8d80-11d8-abbb-0024217bb78e
237,"Kapili Health Centre","Health Centre , Private Health Facility",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,"2011-07-25 14:16:52",NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,ba1a8432-8d80-11d8-abbb-0024217bb78e
238,"Kapire Health Centre","Health Centre , Private Health Facility",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,"2011-07-25 14:16:52",NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,ba1a869e-8d80-11d8-abbb-0024217bb78e
239,"Kapiri Health Centre","Health Centre , Private Health Facility",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,"2011-07-25 14:16:52",NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,ba1a878e-8d80-11d8-abbb-0024217bb78e
240,"Kaporo Rural Hospital","Rural Hospital , Public Health Facility",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,"2011-07-25 14:16:52",NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,ba1a887e-8d80-11d8-abbb-0024217bb78e
241,"Karonga District Health Office","District Health Office , Public Health Facility",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,"2011-07-25 14:16:52",NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,ba1a8978-8d80-11d8-abbb-0024217bb78e
242,"Karonga District Hospital","District Hospital , Public Health Facility",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,"2011-07-25 14:16:52",NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,ba1a9076-8d80-11d8-abbb-0024217bb78e
243,"Karonga Health Area","Health Area , Public Administrative Unit",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,"2011-07-25 14:16:52",NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,ba1a9166-8d80-11d8-abbb-0024217bb78e
244,"Karonga Health District","Health District , Public Administrative Unit",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,"2011-07-25 14:16:52",NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,ba1a924c-8d80-11d8-abbb-0024217bb78e
245,"Kasalika Dispensary","Dispensary , Public Health Facility",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,"2011-07-25 14:16:52",NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,ba1a9332-8d80-11d8-abbb-0024217bb78e
246,"Kaseye St Michaels Health Centre","Health Centre , Private Health Facility",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,"2011-07-25 14:16:52",NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,ba1aae08-8d80-11d8-abbb-0024217bb78e
247,"Kasina Health Centre","Health Centre , Private Health Facility",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,"2011-07-25 14:16:52",NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,ba1ab06a-8d80-11d8-abbb-0024217bb78e
248,"Kasinje Health Centre","Health Centre , Public Health Facility",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,"2011-07-25 14:16:52",NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,ba1ab1fa-8d80-11d8-abbb-0024217bb78e
249,"Kasinthula Dispensary","Dispensary , Public Health Facility",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,"2011-07-25 14:16:52",NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,ba1ab9a2-8d80-11d8-abbb-0024217bb78e
250,"Kasitu Dispensary","Dispensary , Private Health Facility",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,"2011-07-25 14:16:52",NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,ba1abb14-8d80-11d8-abbb-0024217bb78e
251,"Kasitu Health Centre","Health Centre , Private Health Facility",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,"2011-07-25 14:16:52",NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,ba1ac168-8d80-11d8-abbb-0024217bb78e
252,"Kasiya Health Centre","Health Centre , Public Health Facility",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,"2011-07-25 14:16:52",NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,ba1ac3b6-8d80-11d8-abbb-0024217bb78e
253,"Kasungu District Health Office","District Health Office , Public Health Facility",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,"2011-07-25 14:16:52",NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,ba1acb72-8d80-11d8-abbb-0024217bb78e
254,"Kasungu District Hospital","District Hospital , Public Health Facility",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,"2011-07-25 14:16:52",NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,ba1ad234-8d80-11d8-abbb-0024217bb78e
255,"Kasungu Health Area","Health Area , Public Administrative Unit",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,"2011-07-25 14:16:52",NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,ba1ad892-8d80-11d8-abbb-0024217bb78e
256,"Kasungu Health District","Health District , Public Administrative Unit",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,"2011-07-25 14:16:52",NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,ba1ae710-8d80-11d8-abbb-0024217bb78e
257,"Katema Health Centre","Health Centre , Private Health Facility",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,"2011-07-25 14:16:52",NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,ba1ae814-8d80-11d8-abbb-0024217bb78e
258,"Katete Rural Hospital","Rural Hospital , Private Health Facility",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,"2011-07-25 14:16:52",NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,ba1ae90e-8d80-11d8-abbb-0024217bb78e
259,"Katimbila Health Centre","Health Centre , Public Health Facility",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,"2011-07-25 14:16:52",NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,ba1aea08-8d80-11d8-abbb-0024217bb78e
260,"Katowo Rural Hospital","Rural Hospital , Public Health Facility",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,"2011-07-25 14:16:52",NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,ba1aeb02-8d80-11d8-abbb-0024217bb78e
261,"Katsekera Health Centre","Health Centre , Public Health Facility",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,"2011-07-25 14:16:52",NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,ba1aebf2-8d80-11d8-abbb-0024217bb78e
262,"Katuli Health Centre","Health Centre , Public Health Facility",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,"2011-07-25 14:16:52",NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,ba1aecec-8d80-11d8-abbb-0024217bb78e
263,"Kaundu Health Centre","Health Centre , Private Health Facility",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,"2011-07-25 14:16:52",NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,ba1aede6-8d80-11d8-abbb-0024217bb78e
264,"Kawale Banja La Mtsogolo Dispensary","Dispensary , Private Health Facility",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,"2011-07-25 14:16:52",NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,ba1aeed6-8d80-11d8-abbb-0024217bb78e
265,"Kawale Urban Health Centre","Health Centre , Public Health Facility",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,"2011-07-25 14:16:52",NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,ba1aefd0-8d80-11d8-abbb-0024217bb78e
266,"Kawamba Health Centre","Health Centre , Public Health Facility",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,"2011-07-25 14:16:52",NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,ba1af0c0-8d80-11d8-abbb-0024217bb78e
267,"Kawinga Dispensary","Dispensary , Public Health Facility",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,"2011-07-25 14:16:52",NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,ba1af1ba-8d80-11d8-abbb-0024217bb78e
268,"Kayembe Health Centre","Health Centre , Public Health Facility",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,"2011-07-25 14:16:52",NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,ba1af2aa-8d80-11d8-abbb-0024217bb78e
269,"Kazyozyo Maternity","Maternity , Public Health Facility",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,"2011-07-25 14:16:52",NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,ba1af3a4-8d80-11d8-abbb-0024217bb78e
270,"Khasu Health Centre","Health Centre , Public Health Facility",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,"2011-07-25 14:16:52",NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,ba1af494-8d80-11d8-abbb-0024217bb78e
271,"Khola Health Centre","Health Centre , Private Health Facility",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,"2011-07-25 14:16:52",NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,ba1af58e-8d80-11d8-abbb-0024217bb78e
272,"Khombedza Health Centre","Health Centre , Public Health Facility",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,"2011-07-25 14:16:52",NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,ba1af67e-8d80-11d8-abbb-0024217bb78e
273,"Khondowe Health Centre","Health Centre , Public Health Facility",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,"2011-07-25 14:16:52",NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,ba1af76e-8d80-11d8-abbb-0024217bb78e
274,"Khongoni Health Centre","Health Centre , Public Health Facility",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,"2011-07-25 14:16:52",NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,ba1af868-8d80-11d8-abbb-0024217bb78e
275,"Khonjeni Health Centre","Health Centre , Public Health Facility",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,"2011-07-25 14:16:52",NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,ba1af958-8d80-11d8-abbb-0024217bb78e
276,"Khosolo Health Centre","Health Centre , Public Health Facility",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,"2011-07-25 14:16:52",NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,ba1afa52-8d80-11d8-abbb-0024217bb78e
277,"Khuwi Health Centre","Health Centre , Public Health Facility",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,"2011-07-25 14:16:52",NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,ba1afb42-8d80-11d8-abbb-0024217bb78e
278,"Koche Health Centre","Health Centre , Private Health Facility",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,"2011-07-25 14:16:52",NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,ba1afc3c-8d80-11d8-abbb-0024217bb78e
279,"Kochilira Rural Hospital","Rural Hospital , Public Health Facility",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,"2011-07-25 14:16:52",NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,ba1afd2c-8d80-11d8-abbb-0024217bb78e
280,"KTFT Dispensary (Mziza)","Dispensary , Private Health Facility",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,"2011-07-25 14:16:52",NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,ba1afe1c-8d80-11d8-abbb-0024217bb78e
281,"Kukalanga Dispensary","Dispensary , Public Health Facility",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,"2011-07-25 14:16:52",NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,ba1aff16-8d80-11d8-abbb-0024217bb78e
282,"Kunenekude Health Centre","Health Centre , Public Health Facility",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,"2011-07-25 14:16:52",NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,ba1b0006-8d80-11d8-abbb-0024217bb78e
283,"Kwitanda Health Centre","Health Centre , Public Health Facility",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,"2011-07-25 14:16:52",NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,ba1b0100-8d80-11d8-abbb-0024217bb78e
284,"Lakeview Health Centre","Health Centre , Private Health Facility",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,"2011-07-25 14:16:52",NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,ba1b01fa-8d80-11d8-abbb-0024217bb78e
285,"Lambulira Health Centre","Health Centre , Public Health Facility",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,"2011-07-25 14:16:52",NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,ba1b02ea-8d80-11d8-abbb-0024217bb78e
